id,Name,lft,rht,description,AnchorText,URLid,eye,hand lens,scope
296,Growth Form/Appearance Branching Pinnate,588,589,NULL,NULL,NULL,1,1,0
297,Growth Form/Appearance Branching Plant Branching Stepwise Flat Fronds,590,591,NULL,NULL,NULL,1,0,0
298,Growth Form/Appearance Branching Rare,592,593,NULL,NULL,NULL,1,1,0
299,Growth Form/Appearance Branching Repeatedly Forked,594,595,NULL,NULL,NULL,1,1,0
300,Growth Form/Appearance Branching Stepwise,596,597,NULL,NULL,NULL,1,0,0
301,Growth Form/Appearance Secondary Stem,599,608,NULL,NULL,NULL,NULL,NULL,NULL
302,Growth Form/Appearance Secondary Stem Ascending,600,601,NULL,NULL,NULL,1,1,0
303,Growth Form/Appearance Secondary Stem Erect,602,603,NULL,NULL,NULL,1,1,0
304,Growth Form/Appearance Secondary Stem Prostrate,604,605,NULL,NULL,NULL,1,1,0
305,Growth Form/Appearance Secondary Stem Sub-Pinnately Branched,606,607,NULL,NULL,NULL,1,1,0
306,Growth Form/Appearance Stem,609,640,NULL,NULL,NULL,NULL,NULL,NULL
307,Growth Form/Appearance Stem Angular,610,611,NULL,NULL,NULL,0,1,0
308,Growth Form/Appearance Stem Creeping,612,613,NULL,NULL,NULL,1,0,0
309,Growth Form/Appearance Stem Forked,614,615,NULL,NULL,NULL,1,1,0
310,Growth Form/Appearance Stem Rhizome-Like,616,617,NULL,NULL,NULL,1,1,0
311,Growth Form/Appearance Stem Single,618,619,NULL,NULL,NULL,1,0,0
312,Growth Form/Appearance Stem Smooth,620,621,NULL,NULL,NULL,0,1,0
313,Growth Form/Appearance Stem Sterile Stem Complanate,622,623,NULL,NULL,NULL,0,1,0
314,Growth Form/Appearance Stem Sterile Stem Erect,624,625,NULL,NULL,NULL,1,0,0
315,Growth Form/Appearance Stem Sterile Stem Prostrate,626,627,NULL,NULL,NULL,1,0,0
316,Growth Form/Appearance Stem Straight When Dry,628,629,NULL,NULL,NULL,1,0,0
317,Growth Form/Appearance Stem Terete,630,631,NULL,NULL,NULL,0,1,0
318,Growth Form/Appearance Stem Triangular,632,633,NULL,NULL,NULL,0,1,0
319,Growth Form/Appearance Stem With Central Strand,634,635,NULL,NULL,NULL,0,0,1
320,Growth Form/Appearance Stem With Central Strand Of Small Cell Length,636,637,NULL,NULL,NULL,0,0,1
321,Growth Form/Appearance Stem With Hyalodermis,638,639,NULL,NULL,NULL,0,0,1
322,Growth Form/Appearance Stem Color,641,648,NULL,NULL,NULL,NULL,NULL,NULL
323,Growth Form/Appearance Stem Color Green,642,643,NULL,NULL,NULL,1,1,0
324,Growth Form/Appearance Stem Color Orange,644,645,NULL,NULL,NULL,1,1,0
325,Growth Form/Appearance Stem Color Red,646,647,NULL,NULL,NULL,1,1,0
326,Growth Form/Appearance Whole Plant Size,649,664,NULL,NULL,NULL,NULL,NULL,NULL
327,Growth Form/Appearance Whole Plant Size More Than 5 Mm,650,651,NULL,NULL,NULL,1,1,0
328,Growth Form/Appearance Whole Plant Size Mostly Less Than 1 Cm,652,653,NULL,NULL,NULL,1,1,0
329,Growth Form/Appearance Whole Plant Size Mostly More Than 1 Cm,654,655,NULL,NULL,NULL,1,1,0
330,Growth Form/Appearance Whole Plant Size Plant Size Minute,656,657,NULL,NULL,NULL,0,1,0
331,Growth Form/Appearance Whole Plant Size Plant Size Very Small (Up To 2 Mm),658,659,NULL,NULL,NULL,1,1,0
332,Growth Form/Appearance Whole Plant Size Pygmy Ephemerals,660,661,NULL,NULL,NULL,0,1,0
333,Growth Form/Appearance Whole Plant Size Small (Up To 5 Mm),662,663,NULL,NULL,NULL,1,1,0
334,Habitat,666,695,NULL,NULL,NULL,NULL,NULL,NULL
335,Habitat Area,667,694,NULL,NULL,NULL,NULL,NULL,NULL
336,Habitat Area Actic-Alpine,668,669,NULL,NULL,NULL,1,0,0
337,Habitat Area Cliff,670,671,NULL,NULL,NULL,1,0,0
338,Habitat Area Desert,672,673,NULL,NULL,NULL,0,0,0
339,Habitat Area Disturbed Recently,674,675,NULL,NULL,NULL,1,0,0
340,Habitat Area Disturbed Weedy,676,677,NULL,NULL,NULL,1,0,0
341,Habitat Area In Crevice,678,679,NULL,NULL,NULL,1,0,0
342,Habitat Area Managed - Agricultural,680,681,NULL,NULL,NULL,1,0,0
343,Habitat Area Managed - Lawn,682,683,NULL,NULL,NULL,1,0,0
344,Habitat Area Mountains,684,685,NULL,NULL,NULL,1,0,0
345,Habitat Area Other Intensive,686,687,NULL,NULL,NULL,1,0,0
346,Habitat Area Underside Of Rock Overhangs,688,689,NULL,NULL,NULL,1,0,0
347,Habitat Area Vertical Substrate,690,691,NULL,NULL,NULL,1,0,0
348,Habitat Area Within Coast Influence,692,693,NULL,NULL,NULL,1,0,0
349,Leaf Appearance,696,741,NULL,NULL,NULL,NULL,NULL,NULL
350,Leaf Appearance Color,697,740,NULL,NULL,NULL,NULL,NULL,NULL
351,Leaf Appearance Color Alar Cell Margin Hyaline,698,699,NULL,NULL,NULL,0,1,1
352,Leaf Appearance Color Alar Cell Margin Yellow-Brown,700,701,NULL,NULL,NULL,0,1,1
353,Leaf Appearance Color Alar Cell Reddish,702,703,NULL,NULL,NULL,0,1,1
354,Leaf Appearance Color Alar Cells Pale,704,705,NULL,NULL,NULL,0,1,1
355,Leaf Appearance Color Basal Cell Hyaline,706,707,NULL,NULL,NULL,0,1,1
356,Leaf Appearance Color Basal Cell Pellucid,708,709,NULL,NULL,NULL,0,1,1
357,Leaf Appearance Color Basal Cell Yellow,710,711,NULL,NULL,NULL,0,1,1
358,Leaf Appearance Color Black,712,713,NULL,NULL,NULL,1,1,0
359,Leaf Appearance Color Green Striations,714,715,NULL,NULL,NULL,0,1,0
360,Leaf Appearance Color Groups Of Hyaline Cells,716,717,NULL,NULL,NULL,1,1,0
361,Leaf Appearance Color Inner Basal Cell Pale,718,719,NULL,NULL,NULL,0,1,1
362,Leaf Appearance Color Inner Basal Cell Pale,720,721,NULL,NULL,NULL,0,1,1
363,Leaf Appearance Color Inner Basal Cell Pellucid,722,723,NULL,NULL,NULL,0,1,1
364,Leaf Appearance Color Leaf Apex Cell Yellow,724,725,NULL,NULL,NULL,0,1,1
365,Leaf Appearance Color Leaf Basal Cell Color Brown,726,727,NULL,NULL,NULL,0,1,1
366,Leaf Appearance Color Leaf Basal Cell Color Green,728,729,NULL,NULL,NULL,0,1,1
367,Leaf Appearance Color Leaf Border Orange,730,731,NULL,NULL,NULL,0,1,1
368,Leaf Appearance Color Older Leaf Brick-Red,732,733,NULL,NULL,NULL,1,1,0
369,Leaf Appearance Color Older Leaf Brownish-Green,734,735,NULL,NULL,NULL,1,1,0
370,Leaf Appearance Color Surface Shiny,736,737,NULL,NULL,NULL,1,1,0
371,Leaf Appearance Color Translucent,738,739,NULL,NULL,NULL,1,1,0
372,Leaf Arrangement,742,807,NULL,NULL,NULL,NULL,NULL,NULL
373,Leaf Arrangement Leaf Dimorphism,743,764,NULL,NULL,NULL,NULL,NULL,NULL
374,Leaf Arrangement Leaf Dimorphism Dimorphic,744,745,NULL,NULL,NULL,1,1,0
375,Leaf Arrangement Leaf Dimorphism Dimorphic (On Same Axis),746,747,NULL,NULL,NULL,0,1,0
376,Leaf Arrangement Leaf Dimorphism Dimorphic (Stem Vs Branch),748,749,NULL,NULL,NULL,0,1,0
377,Leaf Arrangement Leaf Dimorphism Dimorphic (Ventral Amphigastria),750,751,NULL,NULL,NULL,1,1,0
378,Leaf Arrangement Leaf Dimorphism Dorsal Leaves Smaller,752,753,NULL,NULL,NULL,1,1,0
379,Leaf Arrangement Leaf Dimorphism Leavese Homomallous,754,755,NULL,NULL,NULL,1,1,0
380,Leaf Arrangement Leaf Dimorphism Smaller Leaves In A Double Row,756,757,NULL,NULL,NULL,0,1,0
381,Leaf Arrangement Leaf Dimorphism Smaller Leaves In A Single Row,758,759,NULL,NULL,NULL,0,1,0
382,Leaf Arrangement Leaf Dimorphism Smaller Leaves On Lower Side Of Stem,760,761,NULL,NULL,NULL,0,1,1
383,Leaf Arrangement Leaf Dimorphism Smaller Leaves On Upper Side Of Stem,762,763,NULL,NULL,NULL,0,1,1
384,Leaf Arrangement Orientation,765,796,NULL,NULL,NULL,NULL,NULL,NULL
385,Leaf Arrangement Orientation Angular,766,767,NULL,NULL,NULL,1,0,0
386,Leaf Arrangement Orientation Appressed,768,769,NULL,NULL,NULL,1,0,0
387,Leaf Arrangement Orientation Appressed When Dry,770,771,NULL,NULL,NULL,1,0,0
388,Leaf Arrangement Orientation Catenulate,772,773,NULL,NULL,NULL,1,0,0
389,Leaf Arrangement Orientation Clustered Or Branched Around A Central Stem,774,775,NULL,NULL,NULL,1,0,0
390,Leaf Arrangement Orientation Complanate,776,777,NULL,NULL,NULL,1,0,0
391,Leaf Arrangement Orientation Crowded,778,779,NULL,NULL,NULL,1,0,0
392,Leaf Arrangement Orientation Crowded At Stem Tips,780,781,NULL,NULL,NULL,1,0,0
393,Leaf Arrangement Orientation Distant,782,783,NULL,NULL,NULL,1,0,0
394,Leaf Arrangement Orientation Flattened,784,785,NULL,NULL,NULL,1,0,0
395,Leaf Arrangement Orientation Progressively Larger,786,787,NULL,NULL,NULL,0,1,0
396,Leaf Arrangement Orientation Radial,788,789,NULL,NULL,NULL,1,0,0
397,Leaf Arrangement Orientation Squarrose,790,791,NULL,NULL,NULL,1,0,0
398,Leaf Arrangement Orientation Squarrose-Recurved,792,793,NULL,NULL,NULL,1,0,0
399,Leaf Arrangement Orientation Whorled At Branches,794,795,NULL,NULL,NULL,1,0,0
400,Leaf Arrangement Ranks,797,806,NULL,NULL,NULL,NULL,NULL,NULL
401,Leaf Arrangement Ranks 2-Ranked,798,799,NULL,NULL,NULL,1,1,0
402,Leaf Arrangement Ranks 3-Ranked,800,801,NULL,NULL,NULL,1,1,0
403,Leaf Arrangement Ranks 4-5 Ranked,802,803,NULL,NULL,NULL,1,1,0
404,Leaf Arrangement Ranks 5-Ranked,804,805,NULL,NULL,NULL,1,1,0
405,Leaf Base,808,909,NULL,NULL,NULL,NULL,NULL,NULL
406,Leaf Base Alar Cells,809,868,NULL,NULL,NULL,NULL,NULL,NULL
407,Leaf Base Alar Cells 1 Or 2 Rows At Leaf Insertion,810,811,NULL,NULL,NULL,0,0,1
408,Leaf Base Alar Cells Asymmetrically Grouped (More On One Side),812,813,NULL,NULL,NULL,0,0,1
409,Leaf Base Alar Cells At Basal Angles,814,815,NULL,NULL,NULL,0,0,1
410,Leaf Base Alar Cells Brownish,816,817,NULL,NULL,NULL,0,0,1
411,Leaf Base Alar Cells Extending Up Leaf Margin,818,819,NULL,NULL,NULL,0,0,1
412,Leaf Base Alar Cells Extending Up Leaf Margin Up To 0N3 Sixth Leaf Length,820,821,NULL,NULL,NULL,0,0,1
413,Leaf Base Alar Cells Five To Twenty,822,823,NULL,NULL,NULL,0,0,1
414,Leaf Base Alar Cells Green,824,825,NULL,NULL,NULL,0,0,0
415,Leaf Base Alar Cells Hyaline,826,827,NULL,NULL,NULL,0,0,1
416,Leaf Base Alar Cells In 1-2 Rows,828,829,NULL,NULL,NULL,0,0,1
417,Leaf Base Alar Cells In Distinct Auricles,830,831,NULL,NULL,NULL,0,0,1
418,Leaf Base Alar Cells In Large Groups,832,833,NULL,NULL,NULL,0,0,1
419,Leaf Base Alar Cells In Mire Than 3 Rows,834,835,NULL,NULL,NULL,0,0,1
420,Leaf Base Alar Cells In Small Groups,836,837,NULL,NULL,NULL,0,0,1
421,Leaf Base Alar Cells In Triangular Areas,838,839,NULL,NULL,NULL,0,0,1
422,Leaf Base Alar Cells Inflated,840,841,NULL,NULL,NULL,0,0,1
423,Leaf Base Alar Cells Inflated Towards Margin,842,843,NULL,NULL,NULL,0,0,1
424,Leaf Base Alar Cells Length Abruptly Inflated,844,845,NULL,NULL,NULL,0,0,1
425,Leaf Base Alar Cells Length Inflated,846,847,NULL,NULL,NULL,0,0,1
426,Leaf Base Alar Cells Length Oblate,848,849,NULL,NULL,NULL,0,0,1
427,Leaf Base Alar Cells Length Various,850,851,NULL,NULL,NULL,0,0,1
428,Leaf Base Alar Cells Linear,852,853,NULL,NULL,NULL,0,0,1
429,Leaf Base Alar Cells Oblong,854,855,NULL,NULL,NULL,0,0,1
430,Leaf Base Alar Cells Present,856,857,NULL,NULL,NULL,0,0,1
431,Leaf Base Alar Cells Quadrate,858,859,NULL,NULL,NULL,0,0,1
432,Leaf Base Alar Cells Subquadrate,860,861,NULL,NULL,NULL,0,0,1
433,Leaf Base Alar Cells Transversely Elongate,862,863,NULL,NULL,NULL,0,0,1
434,Leaf Base Alar Cells Wide,864,865,NULL,NULL,NULL,0,0,1
435,Leaf Base Alar Cells Yellow-Brown,866,867,NULL,NULL,NULL,0,0,1
436,Leaf Base Basal Cells,869,892,NULL,NULL,NULL,NULL,NULL,NULL
437,Leaf Base Basal Cells Cells Oriented In Single Row,870,871,NULL,NULL,NULL,0,0,1
438,Leaf Base Basal Cells Cells Oriented In To To Three Rows,872,873,NULL,NULL,NULL,0,0,1
439,Leaf Base Basal Cells Enlarged At Leaf Insertion,874,875,NULL,NULL,NULL,0,0,1
440,Leaf Base Basal Cells Hyaline,876,877,NULL,NULL,NULL,0,0,1
441,Leaf Base Basal Cells Inner Basal Cell Group Extending Up Costa,878,879,NULL,NULL,NULL,0,0,1
442,Leaf Base Basal Cells Inner Basal Cell Size Enlarged,880,881,NULL,NULL,NULL,0,0,1
443,Leaf Base Basal Cells Large,882,883,NULL,NULL,NULL,0,0,1
444,Leaf Base Basal Cells Marginal Cell Hyaline,884,885,NULL,NULL,NULL,0,0,1
445,Leaf Base Basal Cells Radiating From Costa,886,887,NULL,NULL,NULL,0,0,1
446,Leaf Base Basal Cells Shape Uniform,888,889,NULL,NULL,NULL,0,0,1
447,Leaf Base Basal Cells With Basal Wedges,890,891,NULL,NULL,NULL,0,0,1
448,Leaf Base Decurrency,893,908,NULL,NULL,NULL,NULL,NULL,NULL
449,Leaf Base Decurrency Base Expanded,894,895,NULL,NULL,NULL,0,1,1
450,Leaf Base Decurrency Base Sheathing,896,897,NULL,NULL,NULL,0,1,1
451,Leaf Base Decurrency Clasping,898,899,NULL,NULL,NULL,0,1,1
452,Leaf Base Decurrency Decurrencies Auriculate,900,901,NULL,NULL,NULL,0,1,1
453,Leaf Base Decurrency Decurrencies Broad,902,903,NULL,NULL,NULL,0,1,1
454,Leaf Base Decurrency Decurrent,904,905,NULL,NULL,NULL,0,1,1
455,Leaf Base Decurrency Long Decurrencies,906,907,NULL,NULL,NULL,0,1,1
456,Leaf Cell Orientation,910,921,NULL,NULL,NULL,NULL,NULL,NULL
457,Leaf Cell Orientation Cell Row Orientation,911,916,NULL,NULL,NULL,NULL,NULL,NULL
458,Leaf Cell Orientation Cell Row Orientation Oblique Rows,912,913,NULL,NULL,NULL,0,0,1
459,Leaf Cell Orientation Cell Row Orientation Upper Cells In Oblique Rows,914,915,NULL,NULL,NULL,0,0,1
460,Leaf Cell Orientation Direction,917,920,NULL,NULL,NULL,NULL,NULL,NULL
461,Leaf Cell Orientation Direction Diagonal Rows,918,919,NULL,NULL,NULL,0,0,1
462,Leaf Cell Shape,922,983,NULL,NULL,NULL,NULL,NULL,NULL
463,Leaf Cell Shape Apical Cell,923,926,NULL,NULL,NULL,NULL,NULL,NULL
464,Leaf Cell Shape Apical Cell Rhombic,924,925,NULL,NULL,NULL,0,0,1
465,Leaf Cell Shape Basal Cell,927,940,NULL,NULL,NULL,NULL,NULL,NULL
466,Leaf Cell Shape Basal Cell Broadest As Marginal Wedge,928,929,NULL,NULL,NULL,0,0,1
467,Leaf Cell Shape Basal Cell Elongate,930,931,NULL,NULL,NULL,0,0,1
468,Leaf Cell Shape Basal Cell Hyaline Across Lower One Third Of Leaf,932,933,NULL,NULL,NULL,0,0,1
469,Leaf Cell Shape Basal Cell Hyaline Cell Inflated,934,935,NULL,NULL,NULL,0,0,1
470,Leaf Cell Shape Basal Cell Hyaline In Cancellinae Distinct Groups In Lowerone Third Of Leaf,936,937,NULL,NULL,NULL,0,0,1
471,Leaf Cell Shape Basal Cell Not Differentiated,938,939,NULL,NULL,NULL,0,0,1
472,Leaf Cell Shape Median Cell,941,964,NULL,NULL,NULL,NULL,NULL,NULL
473,Leaf Cell Shape Median Cell Elliptic,942,943,NULL,NULL,NULL,0,0,1
474,Leaf Cell Shape Median Cell Hexagonal,944,945,NULL,NULL,NULL,0,0,1
475,Leaf Cell Shape Median Cell Isodiametric,946,947,NULL,NULL,NULL,0,0,1
476,Leaf Cell Shape Median Cell Isodiametric Throughout,948,949,NULL,NULL,NULL,0,0,1
477,Leaf Cell Shape Median Cell Linear,950,951,NULL,NULL,NULL,0,0,1
478,Leaf Cell Shape Median Cell More Than Five Times As Wide,952,953,NULL,NULL,NULL,0,0,1
479,Leaf Cell Shape Median Cell Oblong,954,955,NULL,NULL,NULL,0,0,1
480,Leaf Cell Shape Median Cell Rhomboidal,956,957,NULL,NULL,NULL,0,0,1
481,Leaf Cell Shape Median Cell Rounded,958,959,NULL,NULL,NULL,0,0,1
482,Leaf Cell Shape Median Cell Rounded-Oblate,960,961,NULL,NULL,NULL,0,0,1
483,Leaf Cell Shape Median Cell Short-Rectangular,962,963,NULL,NULL,NULL,0,0,1
484,Leaf Cell Shape Upper Cell,965,976,NULL,NULL,NULL,NULL,NULL,NULL
485,Leaf Cell Shape Upper Cell Broad,966,967,NULL,NULL,NULL,0,0,1
486,Leaf Cell Shape Upper Cell Linear,968,969,NULL,NULL,NULL,0,0,1
487,Leaf Cell Shape Upper Cell Rectangular,970,971,NULL,NULL,NULL,0,0,1
488,Leaf Cell Shape Upper Cell Sinuose,972,973,NULL,NULL,NULL,0,0,0
489,Leaf Cell Shape Upper Cell Square,974,975,NULL,NULL,NULL,0,0,1
490,Leaf Cell Shape Upper Cell Shape,977,982,NULL,NULL,NULL,NULL,NULL,NULL
491,Leaf Cell Shape Upper Cell Shape Narrowly Rhomboidal,978,979,NULL,NULL,NULL,0,0,1
492,Leaf Cell Shape Upper Cell Shape Oblong-Rhomboidal,980,981,NULL,NULL,NULL,0,0,1
493,Leaf Cell Size,984,1039,NULL,NULL,NULL,NULL,NULL,NULL
494,Leaf Cell Size Apical Cell Length,985,992,NULL,NULL,NULL,NULL,NULL,NULL
495,Leaf Cell Size Apical Cell Length Apical Cell Length About Median Cell Length,986,987,NULL,NULL,NULL,0,0,1
496,Leaf Cell Size Apical Cell Length Greater Than Medial Median Cell Length,988,989,NULL,NULL,NULL,0,0,1
497,Leaf Cell Size Apical Cell Length Long,990,991,NULL,NULL,NULL,0,0,1
498,Leaf Cell Size Median Cell Length,993,1032,NULL,NULL,NULL,NULL,NULL,NULL
499,Leaf Cell Size Median Cell Length 10 To 13 Microns,994,995,NULL,NULL,NULL,0,0,1
500,Leaf Cell Size Median Cell Length 15 To 20 Microns,996,997,NULL,NULL,NULL,0,0,1
501,Leaf Cell Size Median Cell Length About Eight To One,998,999,NULL,NULL,NULL,0,0,1
502,Leaf Cell Size Median Cell Length About Four To One,1000,1001,NULL,NULL,NULL,0,0,1
503,Leaf Cell Size Median Cell Length About Three To One,1002,1003,NULL,NULL,NULL,0,0,1
504,Leaf Cell Size Median Cell Length Cell Length Intermediate,1004,1005,NULL,NULL,NULL,0,0,1
505,Leaf Cell Size Median Cell Length Greater Than 15 Microns,1006,1007,NULL,NULL,NULL,0,1,1
506,Leaf Cell Size Median Cell Length Greater Than Eight To One,1008,1009,NULL,NULL,NULL,0,0,1
507,Leaf Cell Size Median Cell Length Greater Than Five To One,1010,1011,NULL,NULL,NULL,0,0,1
508,Leaf Cell Size Median Cell Length Greater Than Four But Less Than Seven To One,1012,1013,NULL,NULL,NULL,0,0,1
509,Leaf Cell Size Median Cell Length Greater Than Four To One,1014,1015,NULL,NULL,NULL,0,0,1
510,Leaf Cell Size Median Cell Length Greater Than Three But Less Than Eight To One,1016,1017,NULL,NULL,NULL,0,0,1
511,Leaf Cell Size Median Cell Length Greater Than Three But Less Than Four To One,1018,1019,NULL,NULL,NULL,0,0,1
512,Leaf Cell Size Median Cell Length Greater Than Two But Less Than Five To One,1020,1021,NULL,NULL,NULL,0,0,1
513,Leaf Cell Size Median Cell Length Greater Than Two To One,1022,1023,NULL,NULL,NULL,0,0,1
514,Leaf Cell Size Median Cell Length Greter Than Three To One,1024,1025,NULL,NULL,NULL,0,0,1
515,Leaf Cell Size Median Cell Length Less Than Two To One,1026,1027,NULL,NULL,NULL,0,0,1
516,Leaf Cell Size Median Cell Length Long,1028,1029,NULL,NULL,NULL,0,0,1
517,Leaf Cell Size Median Cell Length Short,1030,1031,NULL,NULL,NULL,0,0,1
518,Leaf Cell Size Upper Cell Length,1033,1038,NULL,NULL,NULL,NULL,NULL,NULL
519,Leaf Cell Size Upper Cell Length Cell Length Short,1034,1035,NULL,NULL,NULL,0,0,1
520,Leaf Cell Size Upper Cell Length Greater Than Five To One,1036,1037,NULL,NULL,NULL,0,0,1
521,Leaf Cell Size/Shape,1040,1047,NULL,NULL,NULL,NULL,NULL,NULL
522,Leaf Cell Size/Shape Intramarginal Cell Shape,1041,1046,NULL,NULL,NULL,NULL,NULL,NULL
523,Leaf Cell Size/Shape Intramarginal Cell Shape Cell Long,1042,1043,NULL,NULL,NULL,0,0,1
524,Leaf Cell Size/Shape Intramarginal Cell Shape Cell Narrow,1044,1045,NULL,NULL,NULL,0,0,1
525,Leaf Cell Surface,1048,1241,NULL,NULL,NULL,NULL,NULL,NULL
526,Leaf Cell Surface Cilia,1049,1056,NULL,NULL,NULL,NULL,NULL,NULL
527,Leaf Cell Surface Cilia At Leaf Apex,1050,1051,NULL,NULL,NULL,0,1,1
528,Leaf Cell Surface Cilia At Leaf Base,1052,1053,NULL,NULL,NULL,0,1,1
529,Leaf Cell Surface Cilia At Leaf Shoulder,1054,1055,NULL,NULL,NULL,0,1,1
530,Leaf Cell Surface Configuration,1057,1074,NULL,NULL,NULL,NULL,NULL,NULL
531,Leaf Cell Surface Configuration Bulging,1058,1059,NULL,NULL,NULL,0,1,1
532,Leaf Cell Surface Configuration Channelled,1060,1061,NULL,NULL,NULL,0,1,1
533,Leaf Cell Surface Configuration Channelled At Costa,1062,1063,NULL,NULL,NULL,0,1,1
534,Leaf Cell Surface Configuration Ornamented,1064,1065,NULL,NULL,NULL,0,1,1
535,Leaf Cell Surface Configuration Projections Indistinct,1066,1067,NULL,NULL,NULL,0,0,0
536,Leaf Cell Surface Configuration Smooth,1068,1069,NULL,NULL,NULL,1,1,1
537,Leaf Cell Surface Configuration Upper Side Flat,1070,1071,NULL,NULL,NULL,1,1,0
538,Leaf Cell Surface Configuration With Projections,1072,1073,NULL,NULL,NULL,0,1,1
539,Leaf Cell Surface Filaments,1075,1094,NULL,NULL,NULL,NULL,NULL,NULL
540,Leaf Cell Surface Filaments Filaments Covered By Inrolled Leaf Margin,1076,1077,NULL,NULL,NULL,0,0,1
541,Leaf Cell Surface Filaments Filaments On  Costa,1078,1079,NULL,NULL,NULL,0,1,1
542,Leaf Cell Surface Filaments Filaments On Lamina,1080,1081,NULL,NULL,NULL,0,1,1
543,Leaf Cell Surface Filaments Filaments On Narrow Costa,1082,1083,NULL,NULL,NULL,0,1,1
544,Leaf Cell Surface Filaments Leaf Filaments Branched,1084,1085,NULL,NULL,NULL,0,0,1
545,Leaf Cell Surface Filaments Leaf Filaments Green,1086,1087,NULL,NULL,NULL,0,0,1
546,Leaf Cell Surface Filaments Leaf With Filaments,1088,1089,NULL,NULL,NULL,0,0,1
547,Leaf Cell Surface Filaments Leaf With Filaments On The Upper End Of Costa,1090,1091,NULL,NULL,NULL,0,1,1
548,"Leaf Cell Surface Filaments Leaf With Fine, White Threadlike Filaments In A Cobwebby Weft",1092,1093,NULL,NULL,NULL,0,1,1
549,Leaf Cell Surface Lamellae/Ridges,1095,1142,NULL,NULL,NULL,NULL,NULL,NULL
550,Leaf Cell Surface Lamellae/Ridges Cuticular Ridges Strong (More Than Times  Cell Length),1096,1097,NULL,NULL,NULL,0,0,1
